iteration,tpr_gap,fpr_gap,equalized_odds_difference
59,0.8387096774193549,0.631578947368421,0.8387096774193549
60,0.5420168067226891,0.6875,0.6875
61,0.6333333333333333,0.45,0.6333333333333333
62,0.8222222222222222,0.55,0.8222222222222222
63,0.9166666666666666,0.42857142857142855,0.9166666666666666
64,0.44642857142857145,0.5,0.5
65,0.90625,0.6111111111111112,0.90625
66,0.6378378378378378,0.46153846153846156,0.6378378378378378
67,0.8282828282828283,0.7647058823529411,0.8282828282828283
68,0.9310344827586207,0.6666666666666666,0.9310344827586207
69,0.7394957983193278,0.875,0.875
70,0.6666666666666667,0.6666666666666666,0.6666666666666667
71,0.9142857142857143,0.7333333333333333,0.9142857142857143
72,0.33333333333333337,0.7368421052631579,0.7368421052631579
73,0.1470588235294118,0.5,0.5
74,0.9736842105263158,0.6666666666666666,0.9736842105263158
75,0.7012195121951219,0.4444444444444444,0.7012195121951219
76,0.7182539682539684,0.9285714285714286,0.9285714285714286
77,0.6944444444444445,0.7142857142857143,0.7142857142857143
78,0.8857142857142857,0.8666666666666667,0.8857142857142857
79,0.9166666666666666,0.5714285714285714,0.9166666666666666
80,0.788888888888889,0.7,0.788888888888889
81,0.875,0.5555555555555556,0.875
82,0.7696969696969698,0.5882352941176471,0.7696969696969698
83,0.24761904761904763,0.8,0.8
84,0.875,0.7222222222222222,0.875
85,0.8571428571428572,0.75,0.8571428571428572
86,0.9629629629629629,0.5217391304347826,0.9629629629629629
87,0.9032258064516129,0.5263157894736842,0.9032258064516129
88,0.4722222222222222,0.5714285714285714,0.5714285714285714
89,0.8571428571428571,0.3333333333333333,0.8571428571428571
90,0.7166666666666667,0.4,0.7166666666666667
91,1.0,0.7333333333333333,1.0
92,0.6309523809523809,0.5,0.6309523809523809
93,0.8428571428571429,0.4,0.8428571428571429
94,0.9230769230769231,0.9090909090909091,0.9230769230769231
95,0.8564102564102565,0.55,0.8564102564102565
96,0.625,0.6842105263157895,0.6842105263157895
97,0.9117647058823529,0.625,0.9117647058823529
98,0.9354838709677419,0.5263157894736842,0.9354838709677419
99,0.7965367965367967,0.7058823529411765,0.7965367965367967
100,0.7088122605363985,0.47619047619047616,0.7088122605363985
101,0.6029411764705882,0.5625,0.6029411764705882
102,0.8060344827586207,0.5238095238095238,0.8060344827586207
103,0.7884615384615384,0.8181818181818182,0.8181818181818182
104,0.8857142857142857,0.4,0.8857142857142857
105,0.6820276497695853,0.42105263157894735,0.6820276497695853
106,0.9117647058823529,0.4375,0.9117647058823529
107,0.7285714285714286,0.4,0.7285714285714286
108,0.8089430894308943,0.7777777777777778,0.8089430894308943
109,0.9117647058823529,0.5625,0.9117647058823529
110,0.875,0.6666666666666666,0.875
111,0.9090909090909091,0.5294117647058824,0.9090909090909091
112,0.7536945812807883,0.7619047619047619,0.7619047619047619
113,0.6388888888888888,0.7142857142857143,0.7142857142857143
114,0.9696969696969697,0.6470588235294118,0.9696969696969697
115,0.8362573099415205,0.5833333333333334,0.8362573099415205
116,0.8857142857142857,0.8,0.8857142857142857
117,0.975,0.4,0.975
118,0.7522522522522523,0.46153846153846156,0.7522522522522523
119,0.8,0.6666666666666666,0.8
120,0.5729166666666667,0.7222222222222222,0.7222222222222222
121,0.7230769230769232,0.7272727272727273,0.7272727272727273
122,0.82010582010582,0.7391304347826086,0.82010582010582
123,0.84375,0.6666666666666666,0.84375
124,0.9333333333333333,0.7,0.9333333333333333
125,0.7,0.8,0.8
126,0.5529411764705883,0.5,0.5529411764705883
127,0.8108108108108109,0.9230769230769231,0.9230769230769231
128,0.8411764705882353,0.4375,0.8411764705882353
129,0.8333333333333334,0.7142857142857143,0.8333333333333334
130,0.6733333333333333,0.64,0.6733333333333333
131,0.6021505376344085,0.5789473684210527,0.6021505376344085
132,0.6590909090909091,0.6470588235294118,0.6590909090909091
133,0.7518796992481203,0.75,0.7518796992481203
134,0.7666666666666667,0.6,0.7666666666666667
135,0.90625,0.4444444444444444,0.90625
136,0.7142857142857142,0.6,0.7142857142857142
137,0.743421052631579,0.8333333333333334,0.8333333333333334
138,0.8142857142857143,0.6666666666666666,0.8142857142857143
139,0.625,0.7222222222222222,0.7222222222222222
140,0.9,0.8,0.9
141,0.6787878787878787,0.5882352941176471,0.6787878787878787
142,0.6095238095238096,0.7333333333333333,0.7333333333333333
143,0.6743295019157088,0.6190476190476191,0.6743295019157088
144,0.625,0.6111111111111112,0.625
145,0.6854838709677419,0.47368421052631576,0.6854838709677419
146,0.695852534562212,0.7894736842105263,0.7894736842105263
147,0.8666666666666667,0.5,0.8666666666666667
148,0.9230769230769231,0.5416666666666666,0.9230769230769231
149,0.6787878787878787,0.8823529411764706,0.8823529411764706
150,0.9032258064516129,0.5789473684210527,0.9032258064516129
151,0.9666666666666667,0.7,0.9666666666666667
152,0.7633928571428572,0.7222222222222222,0.7633928571428572
153,0.6818181818181819,0.7058823529411765,0.7058823529411765
154,0.8571428571428572,0.4117647058823529,0.8571428571428572
155,0.5393939393939394,0.5882352941176471,0.5882352941176471
156,0.7714285714285714,0.6666666666666666,0.7714285714285714
157,0.5632183908045978,0.7619047619047619,0.7619047619047619
158,0.90625,0.7777777777777778,0.90625
159,0.9375,0.7222222222222222,0.9375
160,0.8823529411764706,0.625,0.8823529411764706
161,0.96875,0.6666666666666666,0.96875
162,0.5823529411764705,0.5625,0.5823529411764705
163,0.8421052631578947,0.4166666666666667,0.8421052631578947
164,0.7142857142857143,0.6,0.7142857142857143
165,0.9428571428571428,0.8,0.9428571428571428
166,0.7777777777777778,0.7894736842105263,0.7894736842105263
167,0.7638888888888888,0.8260869565217391,0.8260869565217391
168,0.8248847926267282,0.5789473684210527,0.8248847926267282
169,0.7727272727272728,0.8235294117647058,0.8235294117647058
170,0.9642857142857143,0.5454545454545454,0.9642857142857143
171,0.8823529411764706,0.4375,0.8823529411764706
172,0.5916666666666668,0.6,0.6
173,0.8076923076923077,0.8181818181818182,0.8181818181818182
174,0.9166666666666666,0.7857142857142857,0.9166666666666666
175,0.5441176470588235,0.5,0.5441176470588235
176,0.632183908045977,0.5714285714285714,0.632183908045977
177,0.7598566308243728,0.631578947368421,0.7598566308243728
178,0.7459459459459459,0.7692307692307693,0.7692307692307693
179,0.6965517241379311,0.42857142857142855,0.6965517241379311
180,0.6851851851851852,0.6086956521739131,0.6851851851851852
181,0.7000000000000001,0.55,0.7000000000000001
182,0.8618618618618619,0.6153846153846154,0.8618618618618619
183,0.7573099415204678,0.4166666666666667,0.7573099415204678
184,0.7370689655172413,0.6190476190476191,0.7370689655172413
185,0.7032258064516128,0.5789473684210527,0.7032258064516128
186,0.6666666666666666,0.7857142857142857,0.7857142857142857
187,0.8571428571428571,0.6818181818181818,0.8571428571428571
188,0.6333333333333333,0.5,0.6333333333333333
189,0.764367816091954,0.7619047619047619,0.764367816091954
190,0.5833333333333334,0.55,0.5833333333333334
191,0.96875,0.6666666666666666,0.96875
192,0.7142857142857143,0.5238095238095238,0.7142857142857143
193,0.6911764705882353,0.4375,0.6911764705882353
194,0.607843137254902,0.8125,0.8125
195,0.9,0.4,0.9
196,0.7450980392156863,0.5625,0.7450980392156863
197,0.8199233716475096,0.5714285714285714,0.8199233716475096
198,0.49019607843137253,0.5625,0.5625
199,0.65625,0.5,0.65625
200,0.7662337662337662,0.6470588235294118,0.7662337662337662
201,0.5852534562211982,0.5789473684210527,0.5852534562211982
202,0.896551724137931,0.6666666666666666,0.896551724137931
203,0.7206349206349206,0.6666666666666666,0.7206349206349206
204,0.8571428571428572,0.5416666666666666,0.8571428571428572
205,0.6262626262626263,0.7058823529411765,0.7058823529411765
206,0.868421052631579,0.5833333333333334,0.868421052631579
207,0.7,0.55,0.7
208,0.9117647058823529,0.75,0.9117647058823529
209,0.6108374384236454,0.6666666666666666,0.6666666666666666
210,0.8620689655172413,0.6666666666666666,0.8620689655172413
211,0.7638888888888888,0.5,0.7638888888888888
212,0.8018648018648018,0.6470588235294118,0.8018648018648018
213,0.5888888888888888,0.7142857142857143,0.7142857142857143
214,0.7904761904761906,0.75,0.7904761904761906
215,0.8846153846153846,0.6666666666666666,0.8846153846153846
216,0.675,0.7333333333333333,0.7333333333333333
217,0.9428571428571428,0.5333333333333333,0.9428571428571428
218,0.8235294117647058,0.6875,0.8235294117647058
219,0.9565217391304348,0.6666666666666666,0.9565217391304348
220,0.7941176470588235,0.8125,0.8125
221,0.8178571428571428,0.5333333333333333,0.8178571428571428
222,0.5809523809523809,0.4666666666666667,0.5809523809523809
223,0.4805194805194805,0.6470588235294118,0.6470588235294118
224,0.8378378378378378,0.8461538461538461,0.8461538461538461
225,1.0,0.8,1.0
226,0.543918918918919,0.38461538461538464,0.543918918918919
227,0.9111111111111111,0.8,0.9111111111111111
228,0.7573529411764706,0.6875,0.7573529411764706
229,0.9722222222222222,0.8571428571428571,0.9722222222222222
230,0.7476190476190476,0.6,0.7476190476190476
231,0.5809523809523809,0.6,0.6
232,0.6140350877192982,0.6666666666666666,0.6666666666666666
233,0.972972972972973,0.5384615384615384,0.972972972972973
234,0.7946428571428572,0.6111111111111112,0.7946428571428572
235,0.9655172413793104,0.8095238095238095,0.9655172413793104
236,0.9354838709677419,0.42105263157894735,0.9354838709677419
237,0.8030303030303031,0.5294117647058824,0.8030303030303031
238,0.9411764705882353,0.6875,0.9411764705882353
239,0.9714285714285714,0.8,0.9714285714285714
240,0.7647058823529411,0.5,0.7647058823529411
241,0.6705882352941177,0.75,0.75
242,0.8375,0.6666666666666666,0.8375
243,0.7638888888888888,0.6666666666666666,0.7638888888888888
244,0.65625,0.6666666666666666,0.6666666666666666
245,0.7946428571428572,0.6666666666666666,0.7946428571428572
246,0.9166666666666666,0.5714285714285714,0.9166666666666666
247,0.9393939393939394,0.47058823529411764,0.9393939393939394
248,0.7962962962962963,0.6086956521739131,0.7962962962962963
249,0.9,0.75,0.9
250,0.8918918918918919,0.6153846153846154,0.8918918918918919
251,0.7083333333333334,0.6,0.7083333333333334
252,0.6140350877192982,0.6666666666666666,0.6666666666666666
253,0.6858108108108109,0.6923076923076923,0.6923076923076923
254,0.7528409090909091,0.6111111111111112,0.7528409090909091
255,0.918918918918919,0.5384615384615384,0.918918918918919
256,0.7010869565217391,0.6666666666666666,0.7010869565217391
257,0.5147058823529411,0.5,0.5147058823529411
258,0.7760617760617761,0.6923076923076923,0.7760617760617761
259,0.8104838709677419,0.6842105263157895,0.8104838709677419
260,0.7307692307692308,0.5454545454545454,0.7307692307692308
261,0.7142857142857143,0.5789473684210527,0.7142857142857143
262,0.8282828282828283,0.5294117647058824,0.8282828282828283
263,0.65625,0.7222222222222222,0.7222222222222222
264,0.925,0.9,0.925
265,0.7206349206349206,0.6666666666666666,0.7206349206349206
266,0.5490196078431373,0.625,0.625
267,0.9375,0.6111111111111112,0.9375
268,0.36111111111111116,0.6428571428571429,0.6428571428571429
269,0.797979797979798,0.5882352941176471,0.797979797979798
270,0.8666666666666667,0.6,0.8666666666666667
271,0.972972972972973,0.9230769230769231,0.972972972972973
272,0.9032258064516129,0.631578947368421,0.9032258064516129
273,0.6491228070175439,0.5833333333333334,0.6491228070175439
274,0.8518518518518519,0.5217391304347826,0.8518518518518519
275,0.8571428571428571,0.4666666666666667,0.8571428571428571
276,0.7515151515151515,0.6,0.7515151515151515
277,0.7555555555555555,0.45,0.7555555555555555
278,0.8857142857142857,0.6666666666666666,0.8857142857142857
279,0.625,0.5294117647058824,0.625
280,0.9705882352941176,1.0,1.0
281,0.92,0.64,0.92
282,0.7642857142857142,0.6363636363636364,0.7642857142857142
283,0.6666666666666666,0.5,0.6666666666666666
284,0.8620689655172413,0.6190476190476191,0.8620689655172413
285,0.6357142857142857,0.6666666666666666,0.6666666666666666
286,0.5878378378378378,0.6153846153846154,0.6153846153846154
287,0.9705882352941176,0.625,0.9705882352941176
288,0.5809523809523809,0.7333333333333333,0.7333333333333333
289,0.8918918918918919,0.6153846153846154,0.8918918918918919
290,0.70625,0.6111111111111112,0.70625
291,0.7111111111111111,0.65,0.7111111111111111
292,0.8888888888888888,0.6111111111111112,0.8888888888888888
293,0.7490347490347491,0.6153846153846154,0.7490347490347491
294,0.8428571428571429,0.9333333333333333,0.9333333333333333
295,0.8918918918918919,0.8461538461538461,0.8918918918918919
296,0.6554621848739496,0.6875,0.6875
297,0.8560606060606061,0.5294117647058824,0.8560606060606061
298,0.6388888888888888,0.7857142857142857,0.7857142857142857
299,0.7863247863247864,0.7272727272727273,0.7863247863247864
300,0.9714285714285714,0.4,0.9714285714285714
301,0.8226600985221675,0.7619047619047619,0.8226600985221675
302,0.8787878787878788,0.6470588235294118,0.8787878787878788
303,0.9642857142857143,0.6363636363636364,0.9642857142857143
304,0.4888888888888888,0.7857142857142857,0.7857142857142857
305,0.5738636363636364,0.5,0.5738636363636364
306,0.668421052631579,0.75,0.75
307,0.8464285714285714,0.6,0.8464285714285714
308,0.8333333333333333,0.9285714285714286,0.9285714285714286
309,1.0,0.55,1.0
310,0.6260504201680672,0.5625,0.6260504201680672
311,0.9375,0.8333333333333334,0.9375
312,0.6497695852534562,0.8947368421052632,0.8947368421052632
313,0.7515151515151515,0.65,0.7515151515151515
314,0.8161764705882353,0.5625,0.8161764705882353
315,0.8519480519480519,0.7333333333333333,0.8519480519480519
316,0.75,0.5862068965517241,0.75
317,0.6893939393939394,0.7647058823529411,0.7647058823529411
318,0.875,0.5625,0.875
319,0.4952380952380953,0.5333333333333333,0.5333333333333333
320,0.625,0.8076923076923077,0.8076923076923077
321,0.7598566308243728,0.5263157894736842,0.7598566308243728
322,0.8214285714285714,0.6363636363636364,0.8214285714285714
323,0.7662337662337662,0.6470588235294118,0.7662337662337662
324,0.9,0.65,0.9
325,0.6904761904761905,0.7857142857142857,0.7857142857142857
326,0.7459677419354839,0.5263157894736842,0.7459677419354839
327,0.7592592592592593,0.5217391304347826,0.7592592592592593
328,0.8387096774193549,0.6842105263157895,0.8387096774193549
329,0.8214285714285714,0.7727272727272727,0.8214285714285714
330,0.9032258064516129,0.5263157894736842,0.9032258064516129
331,0.6387096774193548,0.7894736842105263,0.7894736842105263
332,0.7321428571428572,0.7222222222222222,0.7321428571428572
333,0.6126126126126126,0.8461538461538461,0.8461538461538461
334,0.572972972972973,0.5384615384615384,0.572972972972973
335,0.8148148148148148,0.6086956521739131,0.8148148148148148
336,0.9411764705882353,0.5,0.9411764705882353
337,0.8787878787878788,0.7058823529411765,0.8787878787878788
338,0.5089285714285714,0.5,0.5089285714285714
339,0.9696969696969697,0.47058823529411764,0.9696969696969697
340,0.9032258064516129,0.7368421052631579,0.9032258064516129
341,0.8823529411764706,0.6875,0.8823529411764706
342,0.49473684210526314,0.5,0.5
343,0.6944444444444444,0.7142857142857143,0.7142857142857143
344,0.7444444444444445,0.65,0.7444444444444445
345,0.8666666666666667,0.6,0.8666666666666667
346,0.775,0.6666666666666666,0.775
347,0.7840909090909091,0.7058823529411765,0.7840909090909091
348,0.668421052631579,0.5833333333333334,0.668421052631579
349,0.8006535947712419,0.4375,0.8006535947712419
350,0.5852534562211982,0.7894736842105263,0.7894736842105263
351,0.3928571428571429,0.5,0.5
352,0.9473684210526315,0.5833333333333334,0.9473684210526315
353,0.875,0.8,0.875
354,0.6,0.6,0.6
355,0.6928571428571428,0.4666666666666667,0.6928571428571428
356,0.8846153846153846,0.6666666666666666,0.8846153846153846
357,0.8648648648648649,0.8461538461538461,0.8648648648648649
358,0.6954022988505747,0.47619047619047616,0.6954022988505747
359,0.6833333333333333,0.55,0.6833333333333333
360,0.8888888888888888,0.7142857142857143,0.8888888888888888
361,0.9166666666666666,0.7142857142857143,0.9166666666666666
362,0.6848739495798319,0.6875,0.6875
363,0.9629629629629629,0.6521739130434783,0.9629629629629629
364,0.8378378378378378,0.7692307692307693,0.8378378378378378
365,0.896551724137931,0.6666666666666666,0.896551724137931
366,0.7727272727272728,0.6470588235294118,0.7727272727272728
367,0.8823529411764706,0.9375,0.9375
368,0.8194444444444444,0.5,0.8194444444444444
369,0.7688172043010753,0.631578947368421,0.7688172043010753
370,0.6333333333333333,0.7142857142857143,0.7142857142857143
371,0.8918918918918919,0.7692307692307693,0.8918918918918919
372,0.9705882352941176,0.75,0.9705882352941176
373,0.6415584415584416,0.6666666666666666,0.6666666666666666
374,0.896551724137931,0.6666666666666666,0.896551724137931
375,0.7688172043010753,0.631578947368421,0.7688172043010753
376,0.868421052631579,0.5,0.868421052631579
377,0.6527777777777778,0.782608695652174,0.782608695652174
378,0.8857142857142857,0.4666666666666667,0.8857142857142857
379,0.5661764705882353,0.8125,0.8125
380,0.7840909090909091,0.47058823529411764,0.7840909090909091
381,0.5350877192982457,0.9166666666666666,0.9166666666666666
382,0.4354838709677419,0.6842105263157895,0.6842105263157895
383,1.0,0.38461538461538464,1.0
384,0.6031746031746031,0.7391304347826086,0.7391304347826086
385,0.49103942652329746,0.631578947368421,0.631578947368421
386,0.6095238095238096,0.6,0.6095238095238096
387,0.657142857142857,0.7727272727272727,0.7727272727272727
388,0.8544061302681993,0.6666666666666666,0.8544061302681993
389,0.717948717948718,0.75,0.75
390,0.6709677419354838,0.7894736842105263,0.7894736842105263
391,0.90625,0.3333333333333333,0.90625
392,0.7800586510263929,0.5263157894736842,0.7800586510263929
393,0.5888888888888888,0.8260869565217391,0.8260869565217391
394,0.7965367965367967,0.8823529411764706,0.8823529411764706
395,0.6111111111111112,0.7,0.7
396,0.640926640926641,0.6923076923076923,0.6923076923076923
397,0.709090909090909,0.7058823529411765,0.709090909090909
398,0.793918918918919,0.6153846153846154,0.793918918918919
399,0.792626728110599,0.6842105263157895,0.792626728110599
400,0.8064516129032258,0.631578947368421,0.8064516129032258
401,0.875,0.6666666666666666,0.875
402,0.8484848484848485,0.6470588235294118,0.8484848484848485
403,0.719047619047619,0.5333333333333333,0.719047619047619
404,0.8250000000000001,0.6,0.8250000000000001
405,0.9333333333333333,0.7,0.9333333333333333
406,0.9117647058823529,0.6875,0.9117647058823529
407,0.5454545454545454,0.7058823529411765,0.7058823529411765
408,0.7393939393939395,0.7058823529411765,0.7393939393939395
409,0.7688172043010753,0.7368421052631579,0.7688172043010753
410,0.6214285714285714,0.6818181818181818,0.6818181818181818
411,0.3928571428571429,0.5,0.5
412,0.668421052631579,0.5833333333333334,0.668421052631579
413,0.9090909090909091,0.5882352941176471,0.9090909090909091
414,0.972972972972973,0.6923076923076923,0.972972972972973
415,1.0,0.5909090909090909,1.0
416,0.75,0.5555555555555556,0.75
417,0.6285714285714286,0.5333333333333333,0.6285714285714286
418,0.33933933933933935,0.7692307692307693,0.7692307692307693
419,0.9142857142857143,0.7333333333333333,0.9142857142857143
420,0.7393939393939395,0.7647058823529411,0.7647058823529411
421,0.8393939393939395,0.5882352941176471,0.8393939393939395
422,0.7867647058823529,0.6875,0.7867647058823529
423,0.8,0.75,0.8
424,0.9459459459459459,0.6153846153846154,0.9459459459459459
425,0.7214285714285714,0.6666666666666666,0.7214285714285714
426,0.6904761904761905,0.5714285714285714,0.6904761904761905
427,0.480952380952381,0.45,0.480952380952381
428,0.8888888888888888,0.6956521739130435,0.8888888888888888
429,0.84375,0.6111111111111112,0.84375
430,0.7476190476190476,0.4666666666666667,0.7476190476190476
431,0.8030303030303031,0.8235294117647058,0.8235294117647058
432,0.5037878787878788,0.7647058823529411,0.7647058823529411
433,0.8529411764705882,0.6875,0.8529411764705882
434,0.8020833333333334,0.6111111111111112,0.8020833333333334
435,0.9375,0.6666666666666666,0.9375
436,1.0,0.5,1.0
437,0.875,0.65,0.875
438,0.6847290640394088,0.47619047619047616,0.6847290640394088
439,0.9259259259259259,0.8260869565217391,0.9259259259259259
440,0.9333333333333333,0.55,0.9333333333333333
441,0.75,0.7272727272727273,0.75
442,0.8464285714285714,0.4666666666666667,0.8464285714285714
443,0.9117647058823529,0.5,0.9117647058823529
444,0.9428571428571428,0.6666666666666666,0.9428571428571428
445,0.719047619047619,0.7333333333333333,0.7333333333333333
446,0.9230769230769231,0.6666666666666666,0.9230769230769231
447,0.8194444444444444,0.6428571428571429,0.8194444444444444
448,0.8529411764705882,0.625,0.8529411764705882
449,0.76875,0.9444444444444444,0.9444444444444444
450,0.8268398268398269,0.5882352941176471,0.8268398268398269
451,0.9166666666666666,0.4,0.9166666666666666
452,0.761904761904762,0.7727272727272727,0.7727272727272727
453,0.868421052631579,0.5833333333333334,0.868421052631579
454,0.8823529411764706,0.625,0.8823529411764706
455,0.6819923371647509,0.6190476190476191,0.6819923371647509
456,0.896551724137931,0.5714285714285714,0.896551724137931
457,0.6502463054187193,0.7619047619047619,0.7619047619047619
458,0.4791666666666667,0.7222222222222222,0.7222222222222222
459,0.775,0.7,0.775
460,0.9310344827586207,0.5714285714285714,0.9310344827586207
461,0.7326388888888888,0.5,0.7326388888888888
462,0.9375,0.5555555555555556,0.9375
463,0.82010582010582,0.7391304347826086,0.82010582010582
464,0.9444444444444444,0.7142857142857143,0.9444444444444444
465,0.8308270676691729,0.9166666666666666,0.9166666666666666
466,0.3076923076923077,0.45454545454545453,0.45454545454545453
467,0.9375,0.7222222222222222,0.9375
468,0.9705882352941176,0.8125,0.9705882352941176
469,0.5852534562211982,0.5263157894736842,0.5852534562211982
470,0.9210526315789473,0.5,0.9210526315789473
471,0.6730769230769231,0.7083333333333334,0.7083333333333334
472,0.9428571428571428,0.8,0.9428571428571428
473,0.6634920634920635,0.8,0.8
474,0.625,0.5384615384615384,0.625
475,0.7951388888888888,0.6666666666666666,0.7951388888888888
476,0.5784313725490196,0.6875,0.6875
477,0.7117647058823529,0.5,0.7117647058823529
478,0.9310344827586207,0.6666666666666666,0.9310344827586207
479,0.7626262626262625,0.42857142857142855,0.7626262626262625
480,0.84375,0.5,0.84375
481,0.6064516129032258,0.42105263157894735,0.6064516129032258
482,0.9,0.85,0.9
483,0.75,0.5714285714285714,0.75
484,0.367741935483871,0.47368421052631576,0.47368421052631576
485,0.7051282051282052,0.8181818181818182,0.8181818181818182
486,0.9,0.6,0.9
487,0.918918918918919,0.7692307692307693,0.918918918918919
488,0.5608108108108109,0.5384615384615384,0.5608108108108109
489,0.8411764705882353,0.6875,0.8411764705882353
490,0.7164750957854407,0.6666666666666666,0.7164750957854407
491,0.8709677419354839,0.631578947368421,0.8709677419354839
492,0.5454545454545454,0.6470588235294118,0.6470588235294118
493,0.8277310924369747,0.625,0.8277310924369747
494,0.7662337662337662,0.8823529411764706,0.8823529411764706
495,0.85,0.8,0.85
496,1.0,0.5555555555555556,1.0
497,0.9411764705882353,0.875,0.9411764705882353
498,0.9411764705882353,0.8125,0.9411764705882353
499,0.8529411764705882,0.6875,0.8529411764705882
500,0.65625,0.8888888888888888,0.8888888888888888
501,0.918918918918919,0.6923076923076923,0.918918918918919
502,0.8045112781954886,0.8333333333333334,0.8333333333333334
503,0.8823529411764706,0.5,0.8823529411764706
504,0.8275862068965517,0.5714285714285714,0.8275862068965517
505,0.7777777777777778,0.7647058823529411,0.7777777777777778
506,0.8416666666666667,0.7,0.8416666666666667
507,0.8823529411764706,0.5625,0.8823529411764706
508,0.8709677419354839,0.5789473684210527,0.8709677419354839
509,0.9090909090909091,0.6875,0.9090909090909091
510,0.918918918918919,0.7692307692307693,0.918918918918919
511,0.6388888888888888,0.6086956521739131,0.6388888888888888
512,0.5142857142857143,0.8,0.8
513,0.5852534562211982,0.42105263157894735,0.5852534562211982
514,0.8166666666666667,0.5714285714285714,0.8166666666666667
515,0.8056426332288401,0.5238095238095238,0.8056426332288401
516,0.8362573099415205,0.5,0.8362573099415205
517,0.803921568627451,0.4375,0.803921568627451
518,0.9666666666666667,0.45,0.9666666666666667
519,0.967741935483871,0.5789473684210527,0.967741935483871
520,0.7032258064516128,0.631578947368421,0.7032258064516128
521,0.7507507507507508,0.38461538461538464,0.7507507507507508
522,0.43333333333333335,0.5,0.5
523,0.9,0.7,0.9
524,0.7393939393939395,0.5294117647058824,0.7393939393939395
525,0.5931034482758621,0.7142857142857143,0.7142857142857143
526,0.7142857142857142,0.5333333333333333,0.7142857142857142
527,0.6928571428571428,0.4666666666666667,0.6928571428571428
528,0.44594594594594594,0.6153846153846154,0.6153846153846154
529,0.8709677419354839,0.5789473684210527,0.8709677419354839
530,0.7921146953405018,0.5263157894736842,0.7921146953405018
531,0.8275862068965517,0.5238095238095238,0.8275862068965517
532,0.7571428571428571,0.6666666666666666,0.7571428571428571
533,0.7781954887218046,0.6666666666666666,0.7781954887218046
534,0.5643939393939394,0.5882352941176471,0.5882352941176471
535,0.9411764705882353,0.6875,0.9411764705882353
536,0.8031746031746032,0.7333333333333333,0.8031746031746032
537,0.8375,0.6666666666666666,0.8375
