iteration,roc_auc,pr_auc,f1_macro,balanced_accuracy,brier,log_loss
73,0.72421875,0.8007913126385604,0.6472663139329806,0.646875,0.20969373649494244,0.6011691166747638
74,0.8171875000000001,0.8846520843338657,0.7335929892891919,0.734375,0.17511876752121347,0.5208668825565542
75,0.71484375,0.8066178123860416,0.6472663139329806,0.646875,0.21707402796606384,0.6252923491471808
76,0.8226562499999999,0.8866784396456956,0.7142857142857142,0.7125,0.18049734993195138,0.5332679113690435
77,0.8328125,0.8847653039251473,0.7401764234161989,0.7375,0.17666609321629725,0.5273614174210083
78,0.80546875,0.8744393881748656,0.7734067663257278,0.771875,0.18533398524413935,0.5496705542806617
79,0.8773437499999999,0.9188673447140112,0.7531760435571688,0.75,0.1601331295577807,0.4890293868527351
80,0.7328125000000001,0.826966332930407,0.6601101494885917,0.659375,0.20576867049188804,0.5879479003839234
81,0.8218749999999999,0.8931664145849596,0.7428571428571429,0.740625,0.17744775347411734,0.5276567774304132
82,0.7562499999999999,0.8583375511187451,0.6472663139329806,0.646875,0.1938834878720965,0.5574257423447624
83,0.6546875000000001,0.7670968131535207,0.5875962867864902,0.5875,0.24746971877892676,0.6954542195925298
84,0.80390625,0.871687413670415,0.674074074074074,0.675,0.19070869797747791,0.5557837627985011
85,0.8867187500000001,0.9163027125315361,0.8,0.796875,0.1490182612374875,0.4636893651214018
86,0.7546875000000001,0.8292784707870214,0.6884343036978757,0.6875,0.2064293466209195,0.5971004359876676
87,0.8664062499999999,0.9143699798302699,0.8,0.796875,0.1571134934648626,0.4817166529145242
88,0.7921875,0.8756865356865358,0.746875,0.746875,0.18664087458626297,0.5481978998973676
89,0.8148437500000001,0.8737106432608,0.7319223985890653,0.73125,0.17794904959917415,0.5250765298716771
90,0.76640625,0.8507479673657817,0.6985044865403789,0.696875,0.19112011924552075,0.5563682175464904
91,0.83203125,0.8768377472159601,0.8,0.796875,0.16935633936939096,0.5126180901034216
92,0.8359375,0.9004013114080899,0.7167584579071598,0.715625,0.16633212568019384,0.4932006007925139
93,0.80703125,0.8622509996924888,0.7734067663257278,0.771875,0.1860723398721521,0.5539599308583085
94,0.85390625,0.9035372919041966,0.7113071371291099,0.709375,0.16191557980228957,0.48683342597380314
95,0.7601562500000001,0.8371349810013711,0.7037037037037037,0.703125,0.19609246651227913,0.5676023827837113
96,0.8171875,0.869830409538447,0.7450826121164438,0.74375,0.1777413554602806,0.5322207846766597
97,0.834375,0.8855068764645057,0.7793667007150153,0.775,0.18109541231357962,0.5363278985840982
98,0.7859375,0.8450805714409608,0.7142857142857142,0.7125,0.1897086319392016,0.5522266555546993
99,0.8351562499999999,0.8827665828613654,0.746875,0.746875,0.16951517146530193,0.5127822954384147
100,0.784375,0.8537951525910698,0.6688963210702341,0.671875,0.19351150384103646,0.5625054299079396
101,0.8515625,0.8991457171423968,0.7793667007150153,0.775,0.1654075337584693,0.49526242229011846
102,0.81171875,0.8715187003380486,0.7319223985890653,0.73125,0.17910590507817023,0.529681880000135
103,0.7195312500000001,0.8300534162790035,0.7213622291021672,0.725,0.2148408524072294,0.6186642823335878
104,0.7789062499999999,0.8388194070253452,0.7013628283626308,0.7,0.18974892650959238,0.555765665904155
105,0.7687500000000002,0.8468962865216909,0.7896786757546251,0.790625,0.19748778321202332,0.581445545608021
106,0.85234375,0.9024625183767605,0.7846460618145563,0.78125,0.16334424643559337,0.49313552510555536
107,0.61484375,0.7496330695829017,0.568695652173913,0.571875,0.25242868009663993,0.7070423340690406
108,0.81953125,0.877874139807476,0.7762237762237763,0.778125,0.17175253521983214,0.5117227182715117
109,0.7390625,0.8256517749824632,0.6285714285714286,0.628125,0.20484363760872956,0.586767738588057
110,0.7695312500000001,0.8417602756429604,0.7078260869565217,0.7125,0.19159367320131035,0.5583186382985112
111,0.80390625,0.8769440160642884,0.7202797202797203,0.721875,0.17873560952935247,0.5286415947925486
112,0.675,0.777592985451646,0.6160379221805253,0.615625,0.23868176363545907,0.6686087900539529
113,0.7437499999999999,0.8299911390280589,0.6934984520123839,0.696875,0.20506636964189534,0.591202454960576
114,0.81875,0.89153865033838,0.7272183449651046,0.725,0.1758490188903402,0.5165398232743569
115,0.8140625,0.8829190290372534,0.7356521739130435,0.740625,0.17744402266271495,0.5338896404782268
116,0.76640625,0.8309604062505199,0.7142857142857142,0.7125,0.19459331193266408,0.5664168126937563
117,0.8289062500000001,0.8895668328050861,0.71875,0.71875,0.16766561121471715,0.5032094083790685
118,0.771875,0.8363380563230643,0.7428571428571429,0.740625,0.20061746340432515,0.5849709835723212
119,0.7960937499999999,0.8586255467067604,0.7335929892891919,0.734375,0.18186067625246594,0.5358227156504474
120,0.8062499999999999,0.8760770113100833,0.7298044637566661,0.728125,0.17733371033051148,0.5261359686354704
121,0.796875,0.8772046842159942,0.6571428571428571,0.65625,0.1835055609618689,0.538858717405279
122,0.71171875,0.7913909425965835,0.6775073028237586,0.678125,0.21877488608055007,0.6207938675295819
123,0.79375,0.859809096108316,0.6923076923076923,0.69375,0.19031841081874998,0.5520985741653571
124,0.790625,0.8690140573172221,0.7450826121164438,0.74375,0.18634162443221777,0.545857017303944
125,0.8351562499999999,0.8838788163741575,0.7762237762237763,0.778125,0.16534744475942328,0.4995582350810136
126,0.78671875,0.8594650309322657,0.669790628115653,0.66875,0.18888081160814607,0.5477875298598929
127,0.834375,0.8979678932967063,0.7319223985890653,0.73125,0.16769185861202457,0.5020636668626951
128,0.73046875,0.8194538447610928,0.6472663139329806,0.646875,0.2089395282294544,0.5963692856272106
129,0.72578125,0.8117937242473894,0.6444795575745605,0.64375,0.20356403492656408,0.5839638422306374
130,0.86171875,0.9103523826639414,0.775,0.775,0.17017295335427512,0.5137291877553293
131,0.8625,0.8910251882141749,0.7734067663257278,0.771875,0.15888166225095415,0.47975315977884286
132,0.8164062499999999,0.870198115085804,0.7167584579071598,0.715625,0.17189407747223914,0.5111391102042186
133,0.7640624999999999,0.8383877387605162,0.6660617059891107,0.665625,0.19512103425219285,0.5679843364855185
134,0.8171875000000001,0.8874832124010993,0.7770897832817337,0.78125,0.1771963715861167,0.5313549119823414
135,0.73515625,0.7983853156941657,0.7055501460564753,0.70625,0.2103673070951394,0.6021120915403964
136,0.7859375,0.874641911315296,0.669790628115653,0.66875,0.19319414661540163,0.5597151189262722
137,0.72421875,0.8077299593391245,0.71875,0.71875,0.21901953476300792,0.637649827117208
138,0.7609375,0.8405202985053464,0.6790075596045746,0.68125,0.20085997328311095,0.5797435377989193
139,0.7179687499999999,0.809809419815349,0.6884343036978757,0.6875,0.22056945979306297,0.627373707247084
140,0.790625,0.8445635804686493,0.7450826121164438,0.74375,0.18476153751971586,0.5403665903186026
141,0.74296875,0.8346531165160311,0.7348323318472572,0.7375,0.20653234639976933,0.5986749053021292
142,0.86796875,0.9095555104428438,0.7822141560798548,0.778125,0.1537646172447197,0.47145231687416733
143,0.8070312500000001,0.8644418541387274,0.7037037037037037,0.703125,0.1802494951980568,0.528883528750817
144,0.7296875,0.8247140296164639,0.6363636363636364,0.6375,0.21207726496537246,0.6049210438682342
145,0.7179687499999999,0.7973506872322093,0.6494644595910419,0.65,0.21493669759452924,0.6096232248226263
146,0.7796875,0.8591139308232301,0.6824378508420208,0.68125,0.1847708526327857,0.5396251546649741
147,0.715625,0.7952410343414426,0.6444795575745605,0.64375,0.2130873571738765,0.6045745968667152
148,0.7265625,0.8187423368135538,0.6123629112662015,0.6125,0.21034424038231103,0.6006445698115852
149,0.8539062500000001,0.9097682315437788,0.7401764234161989,0.7375,0.16155299459310613,0.49038455719540663
150,0.8125,0.8770816888553369,0.775,0.775,0.17754903778328548,0.5268873193418594
151,0.78125,0.8494971839693237,0.7013628283626308,0.7,0.1899437352611586,0.5520960337201021
152,0.8226562499999999,0.8893856966470538,0.7272183449651046,0.725,0.17131539032351098,0.5078812071311195
153,0.8070312500000001,0.8709048192139789,0.7298044637566661,0.728125,0.17734145300647483,0.5253534156786974
154,0.90546875,0.9320896573522064,0.8285714285714285,0.825,0.13726179040885567,0.4316913806008096
155,0.7898437500000002,0.8763885477789843,0.7055501460564753,0.70625,0.1906541694557632,0.562564133146301
156,0.78984375,0.8669989353181156,0.7335929892891919,0.734375,0.18512808098406597,0.5457577644616098
157,0.8726562499999999,0.9146788629529968,0.7714285714285714,0.76875,0.1427323191295642,0.4436357524078083
158,0.6914062500000001,0.7900140712191086,0.6317859952793077,0.63125,0.21479345236324454,0.6106370001487471
159,0.8296874999999999,0.8879518250466797,0.7582460991507012,0.75625,0.17168207623556586,0.5131012555603288
160,0.7968750000000001,0.8652547726444126,0.7142857142857142,0.7125,0.18294833698126967,0.5361873772256955
161,0.74609375,0.8212661116451885,0.6601101494885917,0.659375,0.20199579014757996,0.5849281703637429
162,0.8671875,0.9090001523084185,0.7846460618145563,0.78125,0.16731284341600328,0.5066551165731262
163,0.7234375000000001,0.8160411123649486,0.6527107852595022,0.6625,0.21574625632130204,0.6172140965872311
164,0.86953125,0.9053302530375462,0.7734067663257278,0.771875,0.1540217173361781,0.47222296212343967
165,0.7578125,0.8336786793342859,0.7013628283626308,0.7,0.19837433098181284,0.5716605314783576
166,0.76484375,0.8422768315289784,0.7037037037037037,0.703125,0.20045773192626987,0.5836048682325843
167,0.8421874999999999,0.8871983184483767,0.7319223985890653,0.73125,0.16243826321015065,0.49041481243352236
168,0.7882812499999999,0.8520000143827725,0.6884343036978757,0.6875,0.18674273663553587,0.546228866149829
169,0.74453125,0.8227455874439263,0.6790075596045746,0.68125,0.2006928693233455,0.5809566974735558
170,0.8101562499999999,0.8526888027876584,0.7319223985890653,0.73125,0.1809931629693639,0.5328631113087874
171,0.7359375,0.8235866066495631,0.6601101494885917,0.659375,0.20873402596766982,0.6027997610060183
172,0.784375,0.8467702121745991,0.7205311542390194,0.71875,0.20242189397596402,0.5861667917781931
173,0.7828125,0.8608220513086445,0.7142857142857142,0.7125,0.1863384281453484,0.5465174902020259
174,0.8382812500000001,0.8859259250426833,0.7734067663257278,0.771875,0.17362994694625314,0.5206596474394035
175,0.61640625,0.7181630788760954,0.578125,0.578125,0.24841799386408717,0.6892378487976811
176,0.77578125,0.8606667516509203,0.6601101494885917,0.659375,0.1863666638986344,0.5406488492480039
177,0.8859375,0.9279579925164406,0.7846460618145563,0.78125,0.14538710880298059,0.44896638196565497
178,0.83671875,0.875537671096741,0.7770897832817337,0.78125,0.1787541431579681,0.5333564054780926
179,0.7585937500000001,0.8277163112606034,0.6923076923076923,0.69375,0.1984541586670631,0.5777979358598033
180,0.7585937500000001,0.8405364112543571,0.6775073028237586,0.678125,0.19806212973004542,0.5785504912224506
181,0.8632812499999999,0.911191619642201,0.7714285714285714,0.76875,0.15573203455286908,0.4710033230792233
182,0.7859375,0.8707261457159468,0.6785714285714286,0.678125,0.1888610302068251,0.5484412920712936
183,0.734375,0.8431137697555786,0.6799999999999999,0.684375,0.2082455649179215,0.6034015910750684
184,0.7507812500000001,0.8416493886077536,0.6754850088183422,0.675,0.1980977582347376,0.578985036744985
185,0.8351562499999999,0.8766064023919014,0.7213622291021672,0.725,0.17202348868094097,0.5176877325207665
186,0.7703125,0.8529912940661566,0.6824378508420208,0.68125,0.19521971970474694,0.5623672989419146
187,0.7906249999999999,0.8524432872767309,0.7113071371291099,0.709375,0.18589924529332125,0.5477549971276102
188,0.7507812500000001,0.8459221244520588,0.7037037037037037,0.703125,0.1942440939346534,0.563592623282902
189,0.7367187500000001,0.8236867688880041,0.6729211929685956,0.671875,0.21312807771107573,0.609768458884913
190,0.7609374999999999,0.8359248872073132,0.7213622291021672,0.725,0.20467373272088554,0.5932549192936616
191,0.82890625,0.8799594542634692,0.7896786757546251,0.790625,0.16962100943108782,0.5129094548896815
192,0.728125,0.8284362366612482,0.6571428571428571,0.65625,0.21629907579904803,0.6151991022698966
193,0.8148437499999999,0.8749715142381487,0.71875,0.71875,0.17817000748144862,0.5298273554918198
194,0.709375,0.8075873186856726,0.6775073028237586,0.678125,0.21795585215056634,0.6264066404824262
195,0.85234375,0.8930884163542455,0.7762237762237763,0.778125,0.16375927753685135,0.4930784873901844
196,0.83203125,0.889016641885045,0.7450826121164438,0.74375,0.16869853651928773,0.5029772900394204
197,0.83984375,0.8971601985374329,0.7450826121164438,0.74375,0.16510096239406438,0.49722525026747216
198,0.72890625,0.8106762253543487,0.6625,0.6625,0.21398856564733335,0.6123887885748115
199,0.63046875,0.7449649578433235,0.5908289241622575,0.590625,0.23954622014473437,0.6671906002903775
200,0.7734375,0.8647783361081246,0.7213622291021672,0.725,0.19499825583126473,0.5748854078834493
201,0.8445312500000001,0.901516891202232,0.7866877345447363,0.784375,0.16448522783881908,0.49719689494048386
202,0.68125,0.7993887645364521,0.634375,0.634375,0.22546180790297995,0.6403652048799849
203,0.79921875,0.8698140495332715,0.7069199457259159,0.709375,0.1781953521404371,0.5291738422363531
204,0.84921875,0.8983208417672898,0.7896786757546251,0.790625,0.16552653587170832,0.49859918793223923
205,0.675,0.8046990403217787,0.6656346749226006,0.66875,0.2271216021415952,0.6448794284776258
206,0.834375,0.8988279464633858,0.7401764234161989,0.7375,0.16880606804192227,0.5027598986246554
207,0.8265625,0.8733273420246527,0.7241379310344828,0.721875,0.17225343923932923,0.5124260665204209
208,0.7671874999999999,0.8578265539617713,0.7482517482517483,0.75,0.19714880379632843,0.5726076506374517
209,0.75,0.8327791652853055,0.6370235934664247,0.6375,0.2080362285721828,0.6014951751172392
210,0.76796875,0.8252849861080315,0.669790628115653,0.66875,0.19004140474065612,0.5519277201673941
211,0.74609375,0.8103072610870752,0.669790628115653,0.66875,0.20004149831813214,0.5749295880095884
212,0.58984375,0.7202094220735532,0.5244755244755245,0.525,0.2724956796423943,0.7513912480737877
213,0.8250000000000001,0.8913742357307275,0.6688963210702341,0.671875,0.17441032523992844,0.5138790763999039
214,0.8859375,0.9289505048087086,0.8177215189873418,0.81875,0.147817064048313,0.4602387024159636
215,0.8609374999999999,0.8887239204026867,0.7846460618145563,0.78125,0.162451058224789,0.49371683628864044
216,0.8609375,0.907563795786667,0.7866877345447363,0.784375,0.159890823192072,0.4871744692155414
217,0.81328125,0.8604966289412761,0.7770897832817337,0.78125,0.18646993713955548,0.5540763988908772
218,0.8414062500000001,0.8870655881267133,0.7883597883597884,0.7875,0.17176366511171712,0.5162837470436696
219,0.790625,0.8514586587465223,0.7202797202797203,0.721875,0.18654526009453176,0.5523594434422738
220,0.7265625000000001,0.8254741678038866,0.6285714285714286,0.628125,0.20438346874279023,0.5855403252875774
221,0.7374999999999999,0.81827901892158,0.6754850088183422,0.675,0.20373687771841098,0.5828374322790234
222,0.7421875,0.824887254487074,0.7037037037037037,0.703125,0.20372833301098858,0.5875234726845466
223,0.803125,0.8635550522411184,0.7601410934744268,0.759375,0.18262189549723912,0.5424246948475164
224,0.7492187500000002,0.8258919172783654,0.6729211929685956,0.671875,0.20437586947367087,0.5906841352043415
225,0.75625,0.8051902966680459,0.7013628283626308,0.7,0.19662476486986627,0.5696451636177994
226,0.83984375,0.8866961551532497,0.7401764234161989,0.7375,0.1711980792622711,0.5114469763256069
227,0.78125,0.8413057589703408,0.7202797202797203,0.721875,0.19015878419452403,0.55775828461769
228,0.8226562500000001,0.8837434301825765,0.7401764234161989,0.7375,0.17943426791551284,0.5309684190130279
229,0.76640625,0.8490126792036525,0.6790075596045746,0.68125,0.1912894746304811,0.5610799597149387
230,0.72265625,0.8209722477675613,0.634375,0.634375,0.21163407690089875,0.6067245816316106
231,0.85390625,0.8991423413681003,0.7866877345447363,0.784375,0.16260153118849702,0.493665115395844
232,0.8171875,0.8716661935867397,0.6985044865403789,0.696875,0.17720619220364262,0.5224924158424659
233,0.6546875,0.7646676641336574,0.559154651392455,0.559375,0.23956101892425222,0.6713143826893072
234,0.6609375,0.7865278745726754,0.634375,0.634375,0.2357392891877492,0.6647881049107257
235,0.7765625000000002,0.8469493291510233,0.6790075596045746,0.68125,0.1904752584909581,0.5519526965608464
236,0.77734375,0.8536092986927326,0.7335929892891919,0.734375,0.19322318950906414,0.5576589473643756
237,0.73046875,0.8190222894796417,0.6535685645549318,0.653125,0.20822380605836213,0.5938352808703582
238,0.7992187500000001,0.8767519026572702,0.6535685645549318,0.653125,0.18330983327407843,0.5379652478543908
239,0.82265625,0.8728837095498138,0.7272183449651046,0.725,0.17594151125222368,0.5249138053493441
240,0.8046875,0.8615781666336443,0.7272183449651046,0.725,0.17956163449962506,0.529824270778436
241,0.7828125,0.8446575076994602,0.7167584579071598,0.715625,0.18805143948356398,0.5554550448627141
242,0.73515625,0.8182182616945939,0.6884343036978757,0.6875,0.2054219182481823,0.5876723046104414
243,0.76640625,0.8539062451938396,0.6923076923076923,0.69375,0.18872767168292948,0.5492932902072512
244,0.7625,0.8262448941446534,0.7167584579071598,0.715625,0.20102296315703147,0.5853896303050299
245,0.796875,0.8460743003138674,0.7714285714285714,0.76875,0.19005547090071526,0.5568728573574676
246,0.7203125,0.8220857712295361,0.6317859952793077,0.63125,0.20939299605950237,0.5986061131360069
247,0.7687499999999999,0.8568277753469924,0.6754850088183422,0.675,0.19291091542142272,0.5615696687032511
248,0.80390625,0.8625434077077455,0.6884343036978757,0.6875,0.18503213581041067,0.5376899580687979
249,0.78359375,0.8488722726606793,0.6985044865403789,0.696875,0.19318907193816204,0.5605092198017138
250,0.71796875,0.8048491486969096,0.6444795575745605,0.64375,0.20994369116198588,0.5993828410771784
251,0.8250000000000001,0.878303762971434,0.7241379310344828,0.721875,0.17305781870976794,0.5148968823338804
252,0.8749999999999999,0.9108395679235355,0.7793667007150153,0.775,0.16625130711792732,0.5056064974106159
253,0.8515625000000001,0.9033285155847925,0.7601410934744268,0.759375,0.15779741086943427,0.4841186432577788
254,0.76953125,0.8606167106443847,0.75,0.759375,0.18582489340596176,0.5483929627211572
255,0.753125,0.8110976910159404,0.6824378508420208,0.68125,0.19606702672700516,0.5646654574127847
256,0.790625,0.8609209725118702,0.6942084942084943,0.7,0.18668092669441336,0.5469700312894896
257,0.7359375,0.8301797037898894,0.6857142857142857,0.684375,0.21499726331874647,0.6120456709076763
258,0.8539062500000001,0.8957658579558918,0.7883597883597884,0.7875,0.15907514040678553,0.4824709681154549
259,0.7460937499999999,0.8417533452121865,0.7055501460564753,0.70625,0.20003333549970811,0.5756829861168071
260,0.77578125,0.8351334873055066,0.7298044637566661,0.728125,0.19320524911429957,0.5611845321931389
261,0.79296875,0.8569885457995446,0.6985044865403789,0.696875,0.18849570117087452,0.5520047747305635
262,0.8179687499999999,0.8702306079406528,0.7762237762237763,0.778125,0.1808784240567841,0.5347861703042742
263,0.75859375,0.8472621834272515,0.7055501460564753,0.70625,0.2033080857470225,0.5902885359861503
264,0.67578125,0.7836044181875602,0.6571428571428571,0.65625,0.2359946302667138,0.6729847488023956
265,0.7765625,0.8519776702848781,0.6785714285714286,0.678125,0.18677776595269152,0.5463525531981569
266,0.8929687500000001,0.924722080550239,0.7762237762237763,0.778125,0.145421396020597,0.4549314142005326
267,0.74765625,0.833767126290273,0.6985044865403789,0.696875,0.2003185980171052,0.5797290230434926
268,0.78359375,0.8390254213530125,0.7601410934744268,0.759375,0.19548240119865698,0.5709397255331782
269,0.7835937500000001,0.8515061899449463,0.690625,0.690625,0.18868282223342078,0.5495276970847927
270,0.78984375,0.867925226370559,0.6857142857142857,0.684375,0.18870647824657885,0.5526404192311538
271,0.7320312499999999,0.8165609037743878,0.6754850088183422,0.675,0.211265905419826,0.6067885495132668
272,0.803125,0.8598628662496998,0.6985044865403789,0.696875,0.18294706274149178,0.535157528291124
273,0.8062499999999999,0.8609284671195324,0.7582460991507012,0.75625,0.17770053834915192,0.5287204752638515
274,0.8039062499999999,0.8635310929738491,0.746875,0.746875,0.18128171219731973,0.5319306958835446
275,0.7695312499999999,0.8375178741044551,0.7428571428571429,0.740625,0.20259628811039435,0.5858832850503787
276,0.721875,0.7844649950728938,0.7069199457259159,0.709375,0.21965020850783212,0.6311228708837545
277,0.7234375,0.8092159514964372,0.5836490528414755,0.584375,0.20026989394809322,0.5736690730601005
278,0.80703125,0.8767122646713418,0.746875,0.746875,0.17389293650823376,0.5178966986747294
279,0.8132812500000001,0.876970298148783,0.7272183449651046,0.725,0.18567354129101543,0.544493399412069
280,0.8625,0.9066291333611248,0.7559322033898306,0.753125,0.15906605650374217,0.4808567762619419
281,0.84765625,0.9063892050383834,0.8328173374613003,0.8375,0.15700956649282993,0.484504255890925
282,0.91171875,0.9403792413349499,0.8611111111111112,0.871875,0.13722229550463477,0.42813551674561723
